,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AvgScore
458,male,group A,some high school,standard,none,married,regularly,no,1,private,< 5,70,71,65,68.66666667
464,female,group E,some college,standard,none,single,sometimes,no,1,school_bus,< 10,57,65,63,61.66666667
475,female,group D,bachelor's degree,standard,none,married,sometimes,no,1,private,< 10,84,87,96,89
502,female,group B,high school,free/reduced,none,married,regularly,no,4,school_bus,< 10,64,78,72,71.33333333
511,female,group D,some college,standard,none,married,never,no,1,school_bus,< 5,80,91,89,86.66666667
543,male,group E,some high school,free/reduced,completed,single,regularly,no,3,private,< 10,76,80,84,80
576,male,group E,high school,standard,none,single,sometimes,no,3,school_bus,< 5,43,46,41,43.33333333
597,male,group B,some college,standard,completed,married,NotStated,no,1,school_bus,< 10,57,75,69,67
650,male,group E,high school,standard,completed,married,never,no,3,school_bus,< 10,76,76,75,75.66666667
656,male,group E,associate's degree,free/reduced,completed,single,sometimes,no,2,Others,< 5,71,68,67,68.66666667
675,female,group B,some college,standard,none,married,never,no,4,school_bus,< 10,71,90,84,81.66666667
678,male,NotStated,associate's degree,standard,none,married,regularly,no,3,school_bus,< 10,69,60,60,63
766,female,group D,some college,free/reduced,none,married,regularly,no,2,Others,< 10,44,65,61,56.66666667
795,male,group D,Others,standard,completed,single,sometimes,no,2,private,< 10,81,78,81,80
812,female,group C,some college,standard,completed,single,never,no,3,private,< 10,67,76,79,74
824,female,group B,associate's degree,free/reduced,none,single,sometimes,no,4,private,< 10,19,41,34,31.33333333
837,male,group B,some high school,standard,completed,single,sometimes,no,3,school_bus,< 5,64,66,66,65.33333333
844,female,group D,some college,standard,NotStated,divorced,sometimes,no,2,school_bus,< 10,68,79,81,76
855,female,NotStated,Others,standard,none,divorced,sometimes,no,3,private,< 10,60,71,70,67
868,female,group B,some college,standard,none,married,regularly,no,1,school_bus,< 10,65,77,76,72.66666667
872,female,group E,some high school,standard,completed,single,never,no,3,Others,< 10,85,97,89,90.33333333
875,male,group D,associate's degree,standard,completed,married,regularly,no,2,private,< 5,68,76,77,73.66666667
880,male,group C,high school,free/reduced,none,married,regularly,no,1,private,< 10,57,58,60,58.33333333
884,male,group C,Others,free/reduced,completed,married,sometimes,no,1,school_bus,< 10,60,73,66,66.33333333
886,male,group E,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,< 10,70,65,63,66
911,male,group B,bachelor's degree,standard,none,married,regularly,no,2,school_bus,> 10,74,57,58,63
912,female,group E,bachelor's degree,free/reduced,none,divorced,regularly,no,NotStated,private,< 5,62,64,62,62.66666667
960,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,1,private,< 5,68,88,88,81.33333333
21,male,group D,associate's degree,standard,none,single,sometimes,no,2,school_bus,< 5,68,68,64,66.66666667
34,female,group A,high school,standard,none,married,sometimes,no,3,school_bus,< 10,70,64,61,65
60,male,group C,high school,standard,completed,married,regularly,no,1,school_bus,> 10,82,80,81,81
73,male,group B,some college,free/reduced,none,married,sometimes,no,2,private,< 10,58,53,56,55.66666667
96,female,group A,bachelor's degree,free/reduced,none,married,regularly,no,3,private,< 5,50,57,61,56
116,male,group B,bachelor's degree,standard,completed,single,sometimes,no,2,school_bus,< 5,67,61,63,63.66666667
126,male,group C,associate's degree,standard,completed,married,never,no,3,private,< 10,74,75,68,72.33333333
147,female,group D,master's degree,free/reduced,none,married,never,no,2,school_bus,> 10,81,87,90,86
149,female,NotStated,Others,free/reduced,none,married,sometimes,no,1,school_bus,< 5,40,51,55,48.66666667
186,male,group C,some college,standard,none,married,sometimes,no,1,school_bus,< 5,59,50,47,52
202,female,group B,some high school,standard,none,married,sometimes,no,2,school_bus,< 10,56,58,62,58.66666667
206,male,NotStated,associate's degree,standard,none,married,regularly,no,2,school_bus,> 10,74,67,66,69
223,female,group C,high school,standard,none,married,sometimes,no,2,school_bus,< 5,73,78,84,78.33333333
225,female,group D,high school,free/reduced,completed,divorced,sometimes,no,4,school_bus,< 10,44,61,62,55.66666667
266,male,group C,associate's degree,standard,completed,married,regularly,no,1,school_bus,< 10,87,79,79,81.66666667
278,female,group B,bachelor's degree,standard,completed,married,never,no,2,school_bus,< 10,68,81,83,77.33333333
281,female,group E,Others,standard,none,married,never,no,3,private,< 10,86,92,90,89.33333333
311,male,group B,some college,standard,completed,single,sometimes,no,4,private,< 10,94,88,85,89
315,female,group B,some college,standard,completed,single,sometimes,no,3,private,< 10,89,99,95,94.33333333
324,male,group B,high school,free/reduced,none,married,never,no,3,school_bus,> 10,41,44,42,42.33333333
326,female,group B,some college,standard,none,divorced,sometimes,no,3,school_bus,< 5,59,70,69,66
378,female,group B,some college,free/reduced,NotStated,married,regularly,no,1,school_bus,< 10,41,38,42,40.33333333
391,male,NotStated,some college,free/reduced,completed,NotStated,regularly,no,1,private,< 5,47,59,56,54
413,male,group B,bachelor's degree,free/reduced,none,single,sometimes,no,3,private,< 5,54,47,51,50.66666667
459,male,group C,associate's degree,free/reduced,NotStated,married,regularly,no,2,school_bus,< 10,62,63,61,62
469,male,group A,some college,free/reduced,completed,married,sometimes,no,1,Others,< 10,43,49,48,46.66666667
477,female,NotStated,associate's degree,standard,none,divorced,sometimes,no,2,school_bus,< 5,78,79,84,80.33333333
485,male,NotStated,associate's degree,standard,none,single,sometimes,no,2,school_bus,> 10,77,74,71,74
497,female,group E,Others,standard,completed,single,regularly,no,3,school_bus,< 5,92,94,97,94.33333333
509,female,group C,some college,standard,none,married,sometimes,no,5,school_bus,< 5,65,74,72,70.33333333
531,female,group C,master's degree,free/reduced,none,married,sometimes,no,3,school_bus,< 5,71,84,88,81
537,male,group B,master's degree,standard,none,single,sometimes,no,2,private,< 10,79,76,79,78
538,female,group D,some high school,free/reduced,none,NotStated,sometimes,no,1,school_bus,< 10,33,45,47,41.66666667
547,male,group D,high school,standard,none,married,never,no,5,private,< 10,85,79,77,80.33333333
586,male,group D,Others,standard,none,married,sometimes,no,2,school_bus,< 5,87,74,76,79
591,female,group D,associate's degree,standard,none,divorced,sometimes,no,NotStated,school_bus,> 10,55,62,60,59
598,male,group D,high school,free/reduced,none,single,sometimes,no,1,private,> 10,55,50,51,52
609,male,NotStated,associate's degree,free/reduced,none,divorced,regularly,no,2,school_bus,< 10,45,48,38,43.66666667
655,female,group E,some college,standard,completed,married,sometimes,no,2,Others,> 10,90,92,89,90.33333333
662,female,group C,some high school,standard,none,married,NotStated,no,1,school_bus,< 5,65,75,64,68
663,male,group C,some high school,standard,none,married,sometimes,no,1,Others,< 10,67,66,61,64.66666667
743,female,group A,high school,free/reduced,none,divorced,sometimes,no,1,private,< 5,40,53,49,47.33333333
751,female,group E,associate's degree,free/reduced,completed,married,regularly,no,3,Others,< 5,57,73,70,66.66666667
789,male,group D,associate's degree,free/reduced,completed,married,sometimes,no,NotStated,school_bus,< 10,65,77,77,73
794,male,group C,bachelor's degree,standard,completed,married,sometimes,no,4,school_bus,< 10,69,63,68,66.66666667
814,female,group A,Others,standard,completed,married,sometimes,no,2,school_bus,< 10,76,94,93,87.66666667
857,male,group B,master's degree,standard,none,NotStated,sometimes,no,2,Others,< 5,85,85,83,84.33333333
858,female,group C,some college,standard,completed,married,regularly,no,2,school_bus,< 10,38,69,64,57
870,male,group C,high school,standard,completed,single,sometimes,no,1,school_bus,< 5,43,47,45,45
878,female,NotStated,Others,free/reduced,none,single,sometimes,no,3,Others,< 10,38,50,44,44
891,female,group D,some high school,standard,none,single,sometimes,no,3,school_bus,< 5,48,66,55,56.33333333
949,female,NotStated,associate's degree,standard,none,married,sometimes,no,2,Others,< 5,68,76,78,74
968,female,group C,associate's degree,free/reduced,none,married,never,no,2,private,< 5,53,65,61,59.66666667
973,female,group C,high school,free/reduced,completed,married,sometimes,no,1,school_bus,< 10,66,72,79,72.33333333
991,female,group B,bachelor's degree,standard,none,single,regularly,no,1,school_bus,< 5,70,90,92,84
4,female,group C,high school,standard,completed,married,regularly,no,4,school_bus,> 10,62,65,62,63
6,male,group C,some college,standard,none,married,sometimes,no,4,school_bus,< 10,62,68,69,66.33333333
7,female,group E,high school,standard,none,married,regularly,no,1,school_bus,< 5,56,70,67,64.33333333
17,male,group E,some college,standard,none,divorced,sometimes,no,4,private,< 10,74,60,60,64.66666667
28,male,group D,bachelor's degree,standard,completed,single,NotStated,no,2,school_bus,< 5,56,39,45,46.66666667
33,female,group C,some college,standard,none,married,regularly,no,3,private,< 10,69,73,71,71
34,male,NotStated,some college,free/reduced,none,married,regularly,no,4,private,< 5,75,64,69,69.33333333
39,female,group D,associate's degree,free/reduced,none,single,never,no,NotStated,school_bus,> 10,47,61,61,56.33333333
75,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,2,school_bus,< 10,62,61,61,61.33333333
93,male,group B,bachelor's degree,free/reduced,completed,married,sometimes,no,1,school_bus,< 10,66,65,71,67.33333333
118,female,group D,high school,standard,none,married,regularly,no,1,school_bus,< 5,52,51,67,56.66666667
124,female,NotStated,some high school,standard,none,married,sometimes,no,NotStated,Others,< 5,40,48,48,45.33333333
155,male,group D,some college,standard,none,married,sometimes,no,1,private,< 5,69,74,63,68.66666667
198,male,group D,high school,standard,completed,married,never,no,1,school_bus,> 10,53,54,56,54.33333333
207,female,group C,some college,standard,NotStated,married,regularly,no,3,school_bus,< 10,57,72,71,66.66666667
209,female,NotStated,Others,standard,completed,married,sometimes,no,1,private,< 10,62,76,75,71
213,male,group D,associate's degree,standard,none,single,regularly,no,3,school_bus,< 5,81,82,81,81.33333333
240,male,group C,master's degree,free/reduced,none,single,regularly,no,2,school_bus,< 10,69,74,67,70
241,female,group B,bachelor's degree,free/reduced,none,single,sometimes,no,1,private,< 10,50,65,65,60
266,male,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,4,school_bus,> 10,88,91,90,89.66666667
271,male,group C,some high school,standard,none,married,sometimes,no,2,private,< 10,62,45,47,51.33333333
295,male,group D,high school,standard,completed,married,sometimes,no,1,school_bus,< 5,50,42,44,45.33333333
298,female,group C,associate's degree,standard,completed,single,regularly,no,4,school_bus,< 10,77,87,91,85
332,male,group C,associate's degree,standard,completed,single,never,no,1,school_bus,< 10,83,80,73,78.66666667
362,male,group D,bachelor's degree,standard,none,married,never,no,4,Others,< 10,78,81,78,79
377,male,group A,master's degree,standard,completed,married,regularly,no,1,school_bus,< 5,70,66,64,66.66666667
434,male,NotStated,high school,standard,none,single,sometimes,no,1,Others,< 10,83,75,74,77.33333333
437,female,group A,high school,standard,none,NotStated,never,no,3,school_bus,< 5,63,68,64,65
454,male,group D,bachelor's degree,standard,completed,divorced,sometimes,no,1,school_bus,< 10,79,86,86,83.66666667
497,female,group D,master's degree,standard,none,married,regularly,no,3,private,< 10,44,60,62,55.33333333
512,female,group E,Others,standard,NotStated,divorced,sometimes,no,3,private,< 10,92,89,90,90.33333333
540,female,group A,some high school,free/reduced,completed,divorced,regularly,no,NotStated,private,< 10,80,97,91,89.33333333
541,male,group D,associate's degree,standard,completed,married,sometimes,no,2,school_bus,< 5,68,68,60,65.33333333
542,female,group C,associate's degree,standard,none,divorced,sometimes,no,2,private,< 5,55,61,62,59.33333333
544,female,group B,Others,standard,none,single,regularly,no,4,school_bus,< 5,44,59,54,52.33333333
570,female,group C,high school,standard,none,divorced,regularly,no,1,school_bus,< 10,88,94,97,93
611,female,group C,some high school,standard,none,single,sometimes,no,2,school_bus,< 10,55,75,75,68.33333333
619,male,group C,Others,free/reduced,none,single,sometimes,no,2,private,< 10,44,47,43,44.66666667
639,male,group A,Others,standard,none,married,regularly,no,2,private,< 5,74,70,68,70.66666667
653,male,group D,high school,standard,none,single,sometimes,no,3,school_bus,< 10,59,54,55,56
668,male,group B,high school,standard,NotStated,single,regularly,no,1,private,< 10,47,49,44,46.66666667
707,male,group C,associate's degree,standard,completed,married,sometimes,no,3,Others,< 10,72,66,65,67.66666667
719,female,group D,high school,standard,NotStated,married,sometimes,no,1,private,< 5,73,75,89,79
722,male,group E,associate's degree,free/reduced,none,married,regularly,no,1,private,< 10,62,62,55,59.66666667
727,female,group C,some high school,free/reduced,none,married,regularly,no,1,private,< 10,45,60,57,54
750,male,group C,high school,standard,none,married,regularly,no,2,school_bus,< 10,64,63,59,62
